concept:name,time:timestamp,case:concept:name
01_HOOFD_490_3,2011-08-04 14:00:44+02:00,3537750
01_HOOFD_490_2,2011-08-04 14:00:44+02:00,3537750
01_HOOFD_510_1,2011-08-04 14:00:51+02:00,3537750
01_HOOFD_510_2,2011-08-04 14:00:51+02:00,3537750
01_HOOFD_520,2011-08-04 14:01:01+02:00,3537750
01_HOOFD_530,2011-08-04 14:01:01+02:00,3537750
_END_,2011-08-04 14:01:02+02:00,3537750
07_OPS_010,2011-08-04 15:27:42+02:00,3608589
06_VD_010,2011-08-04 15:27:44+02:00,3608589
15_NGV_010,2011-08-04 15:27:53+02:00,3608589
01_HOOFD_330,2011-08-04 15:27:57+02:00,3608589
09_AH_I_010,2011-08-04 15:27:58+02:00,3608589
01_HOOFD_375,2011-08-04 15:28:01+02:00,3608589
01_HOOFD_370,2011-08-04 15:28:01+02:00,3608589
01_HOOFD_380,2011-08-04 15:28:05+02:00,3608589
01_HOOFD_430,2011-08-04 15:28:09+02:00,3608589
01_HOOFD_470,2011-08-04 15:28:11+02:00,3608589
01_HOOFD_480,2011-08-04 15:28:12+02:00,3608589
01_HOOFD_490_1,2011-08-04 15:28:13+02:00,3608589
01_HOOFD_490_3,2011-08-04 15:34:47+02:00,3608589
01_HOOFD_490_2,2011-08-04 15:34:47+02:00,3608589
01_HOOFD_495,2011-08-04 15:34:50+02:00,3608589
01_HOOFD_510_2,2011-08-04 15:39:06+02:00,3608589
01_HOOFD_510_1,2011-08-04 15:39:06+02:00,3608589
01_HOOFD_530,2011-08-04 15:39:11+02:00,3608589
01_HOOFD_520,2011-08-04 15:39:11+02:00,3608589
_END_,2011-08-04 15:39:12+02:00,3608589
01_HOOFD_065_2,2011-08-05 00:00:00+02:00,3723337
01_HOOFD_210_2,2011-08-05 12:50:07+02:00,3633953
01_HOOFD_020,2011-08-05 12:50:37+02:00,3633953
14_VRIJ_010,2011-08-05 12:50:37+02:00,3633953
03_GBH_005,2011-08-05 12:50:37+02:00,3633953
01_HOOFD_040,2011-08-05 12:50:37+02:00,3633953
01_HOOFD_050,2011-08-05 12:50:37+02:00,3633953
01_HOOFD_060,2011-08-05 12:50:37+02:00,3633953
01_HOOFD_101,2011-08-05 12:50:37+02:00,3633953
01_HOOFD_180,2011-08-05 12:50:37+02:00,3633953
01_HOOFD_190,2011-08-05 12:50:37+02:00,3633953
01_HOOFD_200,2011-08-05 12:50:37+02:00,3633953
01_HOOFD_055,2011-08-05 12:50:37+02:00,3633953
01_HOOFD_110,2011-08-05 12:50:37+02:00,3633953
01_HOOFD_195,2011-08-05 12:50:37+02:00,3633953
01_HOOFD_030_1,2011-08-05 12:50:37+02:00,3633953
01_HOOFD_065_1,2011-08-05 12:50:37+02:00,3633953
01_HOOFD_015,2011-08-05 12:50:37+02:00,3633953
01_HOOFD_120,2011-08-05 12:50:37+02:00,3633953
01_HOOFD_210_1,2011-08-05 12:50:37+02:00,3633953
01_HOOFD_250,2011-08-05 12:50:43+02:00,3633953
01_HOOFD_260,2011-08-05 12:50:45+02:00,3633953
01_HOOFD_330,2011-08-05 12:50:49+02:00,3633953
09_AH_I_010,2011-08-05 12:50:51+02:00,3633953
01_HOOFD_375,2011-08-05 12:50:53+02:00,3633953
01_HOOFD_370,2011-08-05 12:50:53+02:00,3633953
08_AWB45_030,2011-08-05 14:18:17+02:00,3388781
01_HOOFD_130,2011-08-05 14:46:57+02:00,3388781
01_HOOFD_140,2011-08-05 14:47:41+02:00,3388781
01_HOOFD_015,2011-08-05 14:51:10+02:00,3684042
01_HOOFD_020,2011-08-05 14:51:18+02:00,3684042
01_HOOFD_030_1,2011-08-05 16:21:20+02:00,3684042
01_HOOFD_020,2011-08-05 16:21:54+02:00,3683339
01_HOOFD_015,2011-08-05 16:21:54+02:00,3683339
01_HOOFD_030_1,2011-08-05 16:21:54+02:00,3683339
01_HOOFD_510_2,2011-08-08 00:00:00+02:00,3378302
01_HOOFD_030_2,2011-08-08 00:00:00+02:00,3683339
01_HOOFD_030_2,2011-08-08 00:00:00+02:00,3684042
01_HOOFD_065_2,2011-08-08 00:00:00+02:00,3684042
01_HOOFD_030_2,2011-08-08 00:00:00+02:00,3685684
01_HOOFD_065_2,2011-08-08 00:00:00+02:00,3685684
01_HOOFD_065_2,2011-08-08 00:00:00+02:00,3686476
01_HOOFD_030_2,2011-08-08 00:00:00+02:00,3686476
01_HOOFD_010,2011-08-08 00:00:00+02:00,3732904
01_HOOFD_010,2011-08-08 00:00:00+02:00,3744251
01_HOOFD_110,2011-08-08 09:07:07+02:00,3582795
01_HOOFD_120,2011-08-08 09:07:10+02:00,3582795
01_HOOFD_180,2011-08-08 09:07:15+02:00,3582795
01_HOOFD_190,2011-08-08 09:07:17+02:00,3582795
01_HOOFD_195,2011-08-08 09:07:18+02:00,3582795
01_HOOFD_200,2011-08-08 09:07:19+02:00,3582795
01_HOOFD_250,2011-08-08 09:07:24+02:00,3582795
01_HOOFD_260,2011-08-08 09:08:02+02:00,3582795
01_HOOFD_330,2011-08-08 09:08:06+02:00,3582795
09_AH_I_010,2011-08-08 09:08:09+02:00,3582795
01_HOOFD_370,2011-08-08 09:08:09+02:00,3582795
01_HOOFD_375,2011-08-08 09:08:10+02:00,3582795
07_OPS_010,2011-08-08 09:08:14+02:00,3582795
06_VD_010,2011-08-08 09:08:18+02:00,3582795
01_HOOFD_380,2011-08-08 09:22:30+02:00,3582795
01_HOOFD_430,2011-08-08 09:23:42+02:00,3582795
01_HOOFD_470,2011-08-08 09:23:44+02:00,3582795
01_HOOFD_480,2011-08-08 09:25:15+02:00,3582795
01_HOOFD_490_1,2011-08-08 09:25:15+02:00,3582795
01_HOOFD_030_2,2011-08-09 10:04:19+02:00,3690553
01_HOOFD_065_2,2011-08-09 10:12:23+02:00,3690553
01_HOOFD_015,2011-08-09 12:09:45+02:00,3692431
05_EIND_010,2011-08-09 12:09:51+02:00,3692431
03_GBH_005,2011-08-09 12:09:55+02:00,3692431
14_VRIJ_010,2011-08-09 12:10:04+02:00,3692431
01_HOOFD_020,2011-08-09 12:10:09+02:00,3692431
01_HOOFD_030_1,2011-08-09 12:10:15+02:00,3692431
01_HOOFD_030_2,2011-08-09 12:10:15+02:00,3692431
01_HOOFD_040,2011-08-09 12:10:19+02:00,3692431
01_HOOFD_060,2011-08-09 12:10:25+02:00,3692431
01_HOOFD_065_2,2011-08-09 12:11:02+02:00,3692431
01_HOOFD_065_1,2011-08-09 12:11:02+02:00,3692431
01_HOOFD_020,2011-08-09 12:13:19+02:00,3564895
01_HOOFD_040,2011-08-09 12:13:19+02:00,3564895
01_HOOFD_050,2011-08-09 12:13:19+02:00,3564895
01_HOOFD_060,2011-08-09 12:13:19+02:00,3564895
04_BPT_010,2011-08-09 12:13:19+02:00,3564895
04_BPT_020,2011-08-09 12:13:19+02:00,3564895
01_HOOFD_030_1,2011-08-09 12:13:19+02:00,3564895
01_HOOFD_015,2011-08-09 12:13:19+02:00,3564895
05_EIND_010,2011-08-09 12:13:20+02:00,3564895
04_BPT_030,2011-08-09 12:13:24+02:00,3564895
04_BPT_040,2011-08-09 12:13:29+02:00,3564895
01_HOOFD_030_2,2011-08-09 13:17:09+02:00,3693886
01_HOOFD_065_2,2011-08-09 13:17:39+02:00,3693886
01_HOOFD_040,2011-08-09 15:25:00+02:00,3684042
01_HOOFD_040,2011-08-09 15:35:50+02:00,3683339
01_HOOFD_060,2011-08-09 15:36:25+02:00,3683339
01_HOOFD_065_1,2011-08-09 15:36:28+02:00,3683339
01_HOOFD_065_2,2011-08-09 15:36:28+02:00,3683339
14_VRIJ_010,2011-08-09 15:36:52+02:00,3683339
03_GBH_005,2011-08-09 15:36:55+02:00,3683339
05_EIND_010,2011-08-09 15:37:01+02:00,3683339
08_AWB45_020_2,2011-08-09 15:43:32+02:00,3649001
14_VRIJ_010,2011-08-09 15:50:34+02:00,3684042
03_GBH_005,2011-08-09 15:50:36+02:00,3684042
01_HOOFD_060,2011-08-09 15:50:44+02:00,3684042
01_HOOFD_065_1,2011-08-09 15:50:49+02:00,3684042
01_HOOFD_101,2011-08-09 15:51:58+02:00,3684042
01_HOOFD_530,2011-08-10 00:00:00+02:00,3378302
01_HOOFD_530,2011-08-10 00:00:00+02:00,3429856
06_VD_070,2011-08-10 00:00:00+02:00,3445877
06_VD_030_3,2011-08-10 00:00:00+02:00,3445877
01_HOOFD_530,2011-08-10 00:00:00+02:00,3453014
01_HOOFD_790,2011-08-10 00:00:00+02:00,3465207
01_HOOFD_530,2011-08-10 00:00:00+02:00,3533366
01_HOOFD_530,2011-08-10 00:00:00+02:00,3644413
01_HOOFD_101,2011-08-10 00:00:00+02:00,3709450
01_HOOFD_030_2,2011-08-10 00:00:00+02:00,3723337
01_HOOFD_101,2011-08-10 00:00:00+02:00,3734326
01_HOOFD_010,2011-08-10 00:00:00+02:00,3744998
01_HOOFD_010,2011-08-10 00:00:00+02:00,3745805
_END_,2011-08-10 00:00:01+02:00,3644413
01_HOOFD_020,2011-08-10 08:36:32+02:00,3531457
01_HOOFD_040,2011-08-10 08:36:32+02:00,3531457
01_HOOFD_060,2011-08-10 08:36:32+02:00,3531457
01_HOOFD_015,2011-08-10 08:36:32+02:00,3531457
01_HOOFD_030_1,2011-08-10 08:36:32+02:00,3531457
06_VD_010,2011-08-10 08:36:33+02:00,3531457
01_HOOFD_065_1,2011-08-10 08:36:33+02:00,3531457
06_VD_020,2011-08-10 08:36:37+02:00,3531457
06_VD_030_1,2011-08-10 08:36:37+02:00,3531457
06_VD_030_3,2011-08-10 08:36:37+02:00,3531457
06_VD_030_2,2011-08-10 08:37:01+02:00,3531457
06_VD_060,2011-08-10 08:37:02+02:00,3531457
06_VD_070,2011-08-10 08:37:02+02:00,3531457
01_HOOFD_100,2011-08-10 08:56:05+02:00,3531457
01_HOOFD_110,2011-08-10 10:44:51+02:00,3604677
01_HOOFD_120,2011-08-10 10:44:52+02:00,3604677
01_HOOFD_180,2011-08-10 10:44:57+02:00,3604677
01_HOOFD_190,2011-08-10 10:44:59+02:00,3604677
08_AWB45_010,2011-08-10 10:45:01+02:00,3604677
08_AWB45_020_2,2011-08-10 10:45:05+02:00,3604677
08_AWB45_020_1,2011-08-10 10:45:05+02:00,3604677
14_VRIJ_010,2011-08-10 15:38:49+02:00,3651397
01_HOOFD_110,2011-08-10 15:38:55+02:00,3651397
01_HOOFD_120,2011-08-10 15:38:58+02:00,3651397
01_HOOFD_180,2011-08-10 15:39:00+02:00,3651397
01_HOOFD_190,2011-08-10 15:39:03+02:00,3651397
01_HOOFD_195,2011-08-10 15:39:03+02:00,3651397
01_HOOFD_200,2011-08-10 15:39:05+02:00,3651397
15_NGV_010,2011-08-10 15:39:17+02:00,3651397
01_HOOFD_250,2011-08-10 15:39:21+02:00,3651397
01_HOOFD_260,2011-08-10 15:39:23+02:00,3651397
01_HOOFD_330,2011-08-10 15:39:28+02:00,3651397
09_AH_I_010,2011-08-10 15:40:02+02:00,3651397
01_HOOFD_370,2011-08-10 15:40:04+02:00,3651397
01_HOOFD_375,2011-08-10 15:40:04+02:00,3651397
08_AWB45_030,2011-08-10 16:44:24+02:00,3376725
01_HOOFD_130,2011-08-10 16:44:45+02:00,3376725
01_HOOFD_010,2011-08-11 00:00:00+02:00,3746510
01_HOOFD_010,2011-08-11 00:00:00+02:00,3759564
01_HOOFD_015,2011-08-11 11:23:57+02:00,3704488
05_EIND_010,2011-08-11 11:24:06+02:00,3704488
03_GBH_005,2011-08-11 11:24:08+02:00,3704488
14_VRIJ_010,2011-08-11 11:24:16+02:00,3704488
01_HOOFD_020,2011-08-11 11:24:22+02:00,3704488
01_HOOFD_030_1,2011-08-11 11:30:52+02:00,3704488
01_HOOFD_030_2,2011-08-11 11:30:52+02:00,3704488
01_HOOFD_040,2011-08-11 11:30:56+02:00,3704488
01_HOOFD_060,2011-08-11 11:31:05+02:00,3704488
01_HOOFD_065_2,2011-08-11 11:31:12+02:00,3704488
01_HOOFD_065_1,2011-08-11 11:31:12+02:00,3704488
01_HOOFD_100,2011-08-11 11:57:57+02:00,3479896
01_HOOFD_110,2011-08-11 11:59:45+02:00,3479896
01_HOOFD_015,2011-08-11 12:35:00+02:00,3707973
05_EIND_010,2011-08-11 12:35:06+02:00,3707973
03_GBH_005,2011-08-11 12:35:11+02:00,3707973
14_VRIJ_010,2011-08-11 12:35:17+02:00,3707973
01_HOOFD_020,2011-08-11 12:35:46+02:00,3707973
01_HOOFD_030_2,2011-08-11 12:35:50+02:00,3707973
01_HOOFD_030_1,2011-08-11 12:35:50+02:00,3707973
01_HOOFD_040,2011-08-11 12:35:53+02:00,3707973
01_HOOFD_060,2011-08-11 12:36:01+02:00,3707973
01_HOOFD_065_2,2011-08-11 12:38:56+02:00,3707973
01_HOOFD_065_1,2011-08-11 12:38:56+02:00,3707973
01_HOOFD_101,2011-08-11 12:39:20+02:00,3707973
01_HOOFD_050,2011-08-11 14:08:16+02:00,3479896
05_EIND_010,2011-08-11 14:08:21+02:00,3479896
06_VD_010,2011-08-11 14:08:24+02:00,3479896
01_HOOFD_540,2011-08-11 14:08:28+02:00,3479896
01_HOOFD_120,2011-08-11 14:09:29+02:00,3479896
01_HOOFD_130,2011-08-11 14:09:35+02:00,3479896
01_HOOFD_180,2011-08-11 14:09:44+02:00,3479896
01_HOOFD_190,2011-08-11 14:09:49+02:00,3479896
08_AWB45_010,2011-08-11 14:10:27+02:00,3479896
08_AWB45_020_2,2011-08-11 14:10:30+02:00,3479896
08_AWB45_020_1,2011-08-11 14:10:30+02:00,3479896
01_HOOFD_110,2011-08-11 14:41:52+02:00,3637906
01_HOOFD_055,2011-08-11 14:41:55+02:00,3637906
01_HOOFD_120,2011-08-11 14:41:58+02:00,3637906
01_HOOFD_180,2011-08-11 14:42:01+02:00,3637906
01_HOOFD_190,2011-08-11 14:42:02+02:00,3637906
01_HOOFD_195,2011-08-11 14:42:03+02:00,3637906
01_HOOFD_200,2011-08-11 14:42:07+02:00,3637906
01_HOOFD_250,2011-08-11 14:42:09+02:00,3637906
07_OPS_010,2011-08-11 16:04:16+02:00,3582804
06_VD_010,2011-08-11 16:04:23+02:00,3582804
01_HOOFD_110,2011-08-11 16:05:13+02:00,3582804
01_HOOFD_130,2011-08-11 16:07:03+02:00,3582804
01_HOOFD_120,2011-08-11 16:07:06+02:00,3582804
01_HOOFD_180,2011-08-11 16:07:08+02:00,3582804
01_HOOFD_190,2011-08-11 16:07:13+02:00,3582804
08_AWB45_010,2011-08-11 16:07:40+02:00,3582804
08_AWB45_020_1,2011-08-11 16:07:44+02:00,3582804
01_HOOFD_110,2011-08-11 16:33:01+02:00,3704488
01_HOOFD_120,2011-08-11 16:33:03+02:00,3704488
01_HOOFD_180,2011-08-11 16:33:07+02:00,3704488
01_HOOFD_190,2011-08-11 16:33:09+02:00,3704488
01_HOOFD_195,2011-08-11 16:33:09+02:00,3704488
01_HOOFD_200,2011-08-11 16:33:10+02:00,3704488
08_AWB45_020_2,2011-08-12 00:00:00+02:00,3582804
01_HOOFD_110,2011-08-12 09:44:51+02:00,3692431
01_HOOFD_120,2011-08-12 09:44:53+02:00,3692431
01_HOOFD_180,2011-08-12 09:44:57+02:00,3692431
01_HOOFD_190,2011-08-12 10:08:09+02:00,3692431
01_HOOFD_195,2011-08-12 10:08:09+02:00,3692431
01_HOOFD_200,2011-08-12 10:08:11+02:00,3692431
01_HOOFD_050,2011-08-12 10:08:57+02:00,3692431
01_HOOFD_055,2011-08-12 10:08:58+02:00,3692431
06_VD_010,2011-08-12 10:31:10+02:00,3624878
01_HOOFD_050,2011-08-12 10:31:27+02:00,3624878
01_HOOFD_055,2011-08-12 10:31:34+02:00,3624878
01_HOOFD_110,2011-08-12 10:31:48+02:00,3624878
01_HOOFD_120,2011-08-12 10:31:50+02:00,3624878
01_HOOFD_180,2011-08-12 10:31:51+02:00,3624878
01_HOOFD_190,2011-08-12 10:31:53+02:00,3624878
01_HOOFD_195,2011-08-12 10:31:53+02:00,3624878
01_HOOFD_200,2011-08-12 10:31:54+02:00,3624878
01_HOOFD_250,2011-08-12 10:31:55+02:00,3624878
01_HOOFD_260,2011-08-12 10:31:56+02:00,3624878
01_HOOFD_330,2011-08-12 10:31:58+02:00,3624878
09_AH_I_010,2011-08-12 10:31:59+02:00,3624878
15_NGV_010,2011-08-12 10:32:03+02:00,3624878
07_OPS_010,2011-08-12 10:32:06+02:00,3624878
01_HOOFD_375,2011-08-12 10:33:05+02:00,3624878
01_HOOFD_370,2011-08-12 10:33:05+02:00,3624878
01_HOOFD_380,2011-08-12 10:33:06+02:00,3624878
01_HOOFD_430,2011-08-12 10:33:07+02:00,3624878
01_HOOFD_470,2011-08-12 10:33:07+02:00,3624878
01_HOOFD_480,2011-08-12 10:33:08+02:00,3624878
01_HOOFD_490_1,2011-08-12 10:33:08+02:00,3624878
01_HOOFD_050,2011-08-12 14:18:37+02:00,3626809
01_HOOFD_055,2011-08-12 14:18:39+02:00,3626809
07_OPS_010,2011-08-12 14:19:13+02:00,3626809
06_VD_010,2011-08-12 14:19:15+02:00,3626809
01_HOOFD_110,2011-08-12 14:19:20+02:00,3626809
01_HOOFD_120,2011-08-12 14:19:22+02:00,3626809
01_HOOFD_180,2011-08-12 14:19:24+02:00,3626809
01_HOOFD_190,2011-08-12 14:19:39+02:00,3626809
01_HOOFD_195,2011-08-12 14:19:39+02:00,3626809
01_HOOFD_200,2011-08-12 14:19:40+02:00,3626809
01_HOOFD_250,2011-08-12 14:19:41+02:00,3626809
01_HOOFD_260,2011-08-12 14:19:42+02:00,3626809
01_HOOFD_330,2011-08-12 14:19:43+02:00,3626809
09_AH_I_010,2011-08-12 14:19:44+02:00,3626809
01_HOOFD_370,2011-08-12 14:19:45+02:00,3626809
01_HOOFD_375,2011-08-12 14:19:46+02:00,3626809
01_HOOFD_380,2011-08-12 14:19:47+02:00,3626809
01_HOOFD_430,2011-08-12 14:19:47+02:00,3626809
01_HOOFD_470,2011-08-12 14:19:48+02:00,3626809
01_HOOFD_480,2011-08-12 14:19:50+02:00,3626809
01_HOOFD_490_1,2011-08-12 14:19:50+02:00,3626809
01_HOOFD_015,2011-08-12 16:10:18+02:00,3719678
05_EIND_010,2011-08-12 16:10:23+02:00,3719678
03_GBH_005,2011-08-12 16:10:28+02:00,3719678
14_VRIJ_010,2011-08-12 16:10:33+02:00,3719678
01_HOOFD_020,2011-08-12 16:10:38+02:00,3719678
01_HOOFD_030_1,2011-08-12 16:15:40+02:00,3719678
01_HOOFD_040,2011-08-12 16:15:47+02:00,3719678
01_HOOFD_060,2011-08-12 16:15:54+02:00,3719678
04_BPT_010,2011-08-12 16:16:17+02:00,3719678
04_BPT_020,2011-08-12 16:16:22+02:00,3719678
04_BPT_030,2011-08-12 16:17:06+02:00,3719678
04_BPT_040,2011-08-12 16:17:11+02:00,3719678
04_BPT_060,2011-08-12 16:17:16+02:00,3719678
01_HOOFD_065_1,2011-08-12 16:18:19+02:00,3719678
01_HOOFD_090,2011-08-12 16:18:34+02:00,3719678
01_HOOFD_015,2011-08-12 16:46:29+02:00,3720299
05_EIND_010,2011-08-12 16:46:32+02:00,3720299
03_GBH_005,2011-08-12 16:46:35+02:00,3720299
14_VRIJ_010,2011-08-12 16:46:40+02:00,3720299
01_HOOFD_020,2011-08-12 16:46:44+02:00,3720299
07_OPS_010,2011-08-12 16:48:12+02:00,3719678
06_VD_010,2011-08-12 16:48:16+02:00,3719678
01_HOOFD_030_1,2011-08-12 16:52:52+02:00,3720299
01_HOOFD_040,2011-08-12 16:52:59+02:00,3720299
01_HOOFD_060,2011-08-12 16:53:09+02:00,3720299
01_HOOFD_065_1,2011-08-12 16:53:14+02:00,3720299
01_BB_770,2011-08-15 00:00:00+02:00,3626809
01_HOOFD_790,2011-08-15 00:00:00+02:00,3626809
01_HOOFD_030_2,2011-08-15 00:00:00+02:00,3715655
01_HOOFD_065_2,2011-08-15 00:00:00+02:00,3715655
01_HOOFD_065_2,2011-08-15 00:00:00+02:00,3718043
01_HOOFD_030_2,2011-08-15 00:00:00+02:00,3718043
01_HOOFD_065_2,2011-08-15 00:00:00+02:00,3719678
01_HOOFD_030_2,2011-08-15 00:00:00+02:00,3719678
01_HOOFD_030_2,2011-08-15 00:00:00+02:00,3720299
01_HOOFD_065_2,2011-08-15 00:00:00+02:00,3720299
01_HOOFD_101,2011-08-15 00:00:00+02:00,3721542
01_HOOFD_065_2,2011-08-15 00:00:00+02:00,3725165
01_HOOFD_030_2,2011-08-15 00:00:00+02:00,3725165
01_HOOFD_030_2,2011-08-15 00:00:00+02:00,3727018
01_HOOFD_065_2,2011-08-15 00:00:00+02:00,3727018
01_HOOFD_490_2,2011-08-15 09:15:33+02:00,3621629
01_HOOFD_490_3,2011-08-15 09:15:34+02:00,3621629
01_HOOFD_495,2011-08-15 09:15:41+02:00,3621629
01_HOOFD_510_2,2011-08-15 09:15:49+02:00,3621629
01_HOOFD_510_1,2011-08-15 09:15:49+02:00,3621629
01_HOOFD_530,2011-08-15 09:15:55+02:00,3621629
01_HOOFD_520,2011-08-15 09:15:55+02:00,3621629
_END_,2011-08-15 09:15:56+02:00,3621629
01_HOOFD_490_2,2011-08-15 09:17:16+02:00,3626809
01_HOOFD_490_3,2011-08-15 09:17:16+02:00,3626809
01_HOOFD_495,2011-08-15 09:17:17+02:00,3626809
01_HOOFD_510_2,2011-08-15 09:17:18+02:00,3626809
01_HOOFD_510_1,2011-08-15 09:17:18+02:00,3626809
01_HOOFD_520,2011-08-15 09:17:20+02:00,3626809
01_HOOFD_530,2011-08-15 09:17:20+02:00,3626809
01_HOOFD_505,2011-08-15 09:17:31+02:00,3626809
01_HOOFD_490_3,2011-08-15 09:18:43+02:00,3582795
01_HOOFD_490_2,2011-08-15 09:18:43+02:00,3582795
01_HOOFD_495,2011-08-15 09:18:44+02:00,3582795
01_HOOFD_510_1,2011-08-15 09:18:45+02:00,3582795
01_HOOFD_510_2,2011-08-15 09:18:45+02:00,3582795
01_HOOFD_520,2011-08-15 09:18:46+02:00,3582795
01_HOOFD_530,2011-08-15 09:18:46+02:00,3582795
_END_,2011-08-15 09:18:47+02:00,3582795
01_HOOFD_490_2,2011-08-15 09:34:43+02:00,3624878
01_HOOFD_495,2011-08-15 09:34:44+02:00,3624878
01_HOOFD_490_3,2011-08-15 09:34:44+02:00,3624878
01_HOOFD_510_1,2011-08-15 09:34:45+02:00,3624878
01_HOOFD_510_2,2011-08-15 09:34:45+02:00,3624878
01_HOOFD_520,2011-08-15 09:34:47+02:00,3624878
01_HOOFD_530,2011-08-15 09:34:47+02:00,3624878
01_HOOFD_505,2011-08-15 09:34:50+02:00,3624878
_END_,2011-08-15 09:34:51+02:00,3624878
01_HOOFD_490_2,2011-08-15 10:13:52+02:00,3429856
01_HOOFD_510_1,2011-08-15 10:14:39+02:00,3429856
01_HOOFD_520,2011-08-15 10:16:49+02:00,3429856
_END_,2011-08-15 10:16:50+02:00,3429856
01_HOOFD_065_2,2011-08-15 10:44:52+02:00,3721542
01_HOOFD_030_2,2011-08-15 10:44:52+02:00,3721542
01_HOOFD_490_2,2011-08-15 12:02:53+02:00,3453014
01_HOOFD_510_1,2011-08-15 12:03:15+02:00,3453014
01_HOOFD_520,2011-08-15 12:05:34+02:00,3453014
_END_,2011-08-15 12:05:35+02:00,3453014
01_HOOFD_490_2,2011-08-15 12:11:28+02:00,3533366
01_HOOFD_510_1,2011-08-15 12:11:38+02:00,3533366
01_HOOFD_520,2011-08-15 12:11:59+02:00,3533366
_END_,2011-08-15 12:12:00+02:00,3533366
01_HOOFD_060,2011-08-15 13:02:07+02:00,3399381
04_BPT_005,2011-08-15 13:02:10+02:00,3399381
04_BPT_010,2011-08-15 13:02:17+02:00,3399381
04_BPT_020,2011-08-15 13:02:20+02:00,3399381
04_BPT_030,2011-08-15 13:02:22+02:00,3399381
_END_,2011-08-15 13:02:23+02:00,3399381
01_HOOFD_015,2011-08-15 14:23:12+02:00,3727018
01_HOOFD_020,2011-08-15 14:23:24+02:00,3727018
14_VRIJ_010,2011-08-15 14:23:37+02:00,3727018
03_GBH_005,2011-08-15 14:23:46+02:00,3727018
01_HOOFD_015,2011-08-15 15:49:58+02:00,3728500
01_HOOFD_020,2011-08-15 15:50:06+02:00,3728500
14_VRIJ_010,2011-08-15 15:50:22+02:00,3728500
03_GBH_005,2011-08-15 15:50:30+02:00,3728500
05_EIND_010,2011-08-15 15:50:39+02:00,3728500
01_HOOFD_030_1,2011-08-15 15:54:50+02:00,3728500
01_HOOFD_040,2011-08-15 15:55:03+02:00,3728500
01_HOOFD_050,2011-08-15 15:55:15+02:00,3728500
01_HOOFD_060,2011-08-15 15:55:31+02:00,3728500
01_HOOFD_065_1,2011-08-15 15:55:39+02:00,3728500
01_HOOFD_065_2,2011-08-16 00:00:00+02:00,3728500
01_HOOFD_030_2,2011-08-16 00:00:00+02:00,3728500
01_HOOFD_030_2,2011-08-16 00:00:00+02:00,3734326
01_HOOFD_065_2,2011-08-16 00:00:00+02:00,3734326
01_HOOFD_050,2011-08-16 09:42:01+02:00,3707973
01_HOOFD_055,2011-08-16 09:42:06+02:00,3707973
01_HOOFD_110,2011-08-16 09:42:11+02:00,3707973
01_HOOFD_120,2011-08-16 09:42:12+02:00,3707973
01_HOOFD_180,2011-08-16 09:42:15+02:00,3707973
01_HOOFD_190,2011-08-16 09:42:18+02:00,3707973
08_AWB45_010,2011-08-16 09:42:19+02:00,3707973
08_AWB45_020_1,2011-08-16 09:57:36+02:00,3707973
08_AWB45_020_2,2011-08-16 09:57:36+02:00,3707973
01_HOOFD_015,2011-08-16 11:27:19+02:00,3732904
05_EIND_010,2011-08-16 11:27:26+02:00,3732904
01_HOOFD_020,2011-08-16 14:30:50+02:00,3721542
14_VRIJ_010,2011-08-16 14:30:50+02:00,3721542
03_GBH_005,2011-08-16 14:30:50+02:00,3721542
01_HOOFD_040,2011-08-16 14:30:50+02:00,3721542
01_HOOFD_050,2011-08-16 14:30:50+02:00,3721542
01_HOOFD_060,2011-08-16 14:30:50+02:00,3721542
01_HOOFD_015,2011-08-16 14:30:50+02:00,3721542
01_HOOFD_030_1,2011-08-16 14:30:50+02:00,3721542
01_HOOFD_065_1,2011-08-16 14:30:50+02:00,3721542
05_EIND_010,2011-08-16 14:30:51+02:00,3721542
01_HOOFD_110,2011-08-16 14:50:06+02:00,3721542
01_HOOFD_120,2011-08-16 14:50:08+02:00,3721542
01_HOOFD_180,2011-08-16 14:50:13+02:00,3721542
01_HOOFD_015,2011-08-16 15:10:11+02:00,3736131
05_EIND_010,2011-08-16 15:10:14+02:00,3736131
01_HOOFD_020,2011-08-16 15:10:20+02:00,3736131
01_HOOFD_030_2,2011-08-16 15:12:01+02:00,3736131
01_HOOFD_030_1,2011-08-16 15:12:01+02:00,3736131
01_HOOFD_040,2011-08-16 15:12:11+02:00,3736131
01_HOOFD_060,2011-08-16 15:12:16+02:00,3736131
01_HOOFD_065_2,2011-08-16 15:12:25+02:00,3736131
01_HOOFD_065_1,2011-08-16 15:12:25+02:00,3736131
14_VRIJ_010,2011-08-16 15:15:25+02:00,3736131
03_GBH_005,2011-08-16 15:15:31+02:00,3736131
01_HOOFD_050,2011-08-16 15:15:47+02:00,3736131
01_HOOFD_055,2011-08-16 15:16:09+02:00,3736131
01_HOOFD_010,2011-08-16 16:45:15+02:00,3736900
01_HOOFD_015,2011-08-16 16:58:45+02:00,3736900
01_HOOFD_020,2011-08-16 16:58:50+02:00,3736900
14_VRIJ_010,2011-08-16 17:00:34+02:00,3736900
03_GBH_005,2011-08-16 17:00:47+02:00,3736900
01_HOOFD_030_1,2011-08-16 17:00:56+02:00,3736900
